"Step","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MAX","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MAX"
"62891","","","","","","","2117.662841796875","2117.662841796875","2117.662841796875","","",""
"62905","","","","","","","2126.6943359375","2126.6943359375","2126.6943359375","","",""
"62906","768.5914916992188","768.5914916992188","768.5914916992188","","","","2114.31689453125","2114.31689453125","2114.31689453125","976.0943603515625","976.0943603515625","976.0943603515625"
"62908","","","","601.2744140625","601.2744140625","601.2744140625","","","","","",""
"62912","768.296630859375","768.296630859375","768.296630859375","","","","","","","","",""
"62915","","","","595.1648559570312","595.1648559570312","595.1648559570312","","","","","",""
"62917","","","","598.24609375","598.24609375","598.24609375","","","","","",""
"62919","766.1053466796875","766.1053466796875","766.1053466796875","","","","","","","","",""
"62923","","","","597.5745849609375","597.5745849609375","597.5745849609375","","","","","",""
"62926","765.5166015625","765.5166015625","765.5166015625","596.2037353515625","596.2037353515625","596.2037353515625","","","","972.5164794921875","972.5164794921875","972.5164794921875"
"62927","773.2398071289062","773.2398071289062","773.2398071289062","","","","","","","","",""
"62929","","","","","","","","","","976.0592041015625","976.0592041015625","976.0592041015625"
"62930","","","","","","","","","","969.0419921875","969.0419921875","969.0419921875"
"62931","","","","","","","2101.70751953125","2101.70751953125","2101.70751953125","970.2412719726562","970.2412719726562","970.2412719726562"
"62937","","","","","","","","","","964.3026123046875","964.3026123046875","964.3026123046875"
"62938","765.6680908203125","765.6680908203125","765.6680908203125","","","","","","","","",""
"62939","","","","595.2134399414062","595.2134399414062","595.2134399414062","2104.74462890625","2104.74462890625","2104.74462890625","","",""
"62940","","","","605.5855712890625","605.5855712890625","605.5855712890625","","","","","",""
"62946","","","","","","","","","","975.3004150390625","975.3004150390625","975.3004150390625"
"62949","","","","","","","","","","970.3740234375","970.3740234375","970.3740234375"
"62954","","","","","","","","","","979.4241943359375","979.4241943359375","979.4241943359375"
"62960","","","","593.647216796875","593.647216796875","593.647216796875","","","","","",""
"62961","","","","","","","2090.256103515625","2090.256103515625","2090.256103515625","","",""
"62962","","","","600.8717041015625","600.8717041015625","600.8717041015625","","","","","",""
"62963","","","","","","","2142.80908203125","2142.80908203125","2142.80908203125","","",""
"62965","","","","","","","2123.663818359375","2123.663818359375","2123.663818359375","","",""
"62967","","","","","","","2115.74365234375","2115.74365234375","2115.74365234375","","",""
"62974","","","","","","","2132.758544921875","2132.758544921875","2132.758544921875","","",""
"62982","768.0066528320312","768.0066528320312","768.0066528320312","","","","","","","","",""
"62986","767.8143310546875","767.8143310546875","767.8143310546875","","","","","","","","",""
"62988","770.0841064453125","770.0841064453125","770.0841064453125","","","","","","","","",""
"62993","","","","","","","","","","968.395751953125","968.395751953125","968.395751953125"
"62995","764.11181640625","764.11181640625","764.11181640625","","","","","","","","",""
"63004","765.365478515625","765.365478515625","765.365478515625","598.4591064453125","598.4591064453125","598.4591064453125","","","","","",""
"63006","","","","","","","2117.0263671875","2117.0263671875","2117.0263671875","","",""
"63010","","","","602.2083740234375","602.2083740234375","602.2083740234375","","","","","",""
"63015","776.1591796875","776.1591796875","776.1591796875","","","","","","","","",""
"63021","","","","","","","","","","971.98486328125","971.98486328125","971.98486328125"
"63022","","","","","","","2096.570556640625","2096.570556640625","2096.570556640625","","",""
"63026","773.9390869140625","773.9390869140625","773.9390869140625","","","","","","","984.6341552734375","984.6341552734375","984.6341552734375"
"63029","764.9619140625","764.9619140625","764.9619140625","","","","","","","","",""
"63032","771.9013671875","771.9013671875","771.9013671875","","","","","","","","",""
"63036","753.4725341796875","753.4725341796875","753.4725341796875","","","","2086.74365234375","2086.74365234375","2086.74365234375","","",""
"63038","","","","","","","","","","972.6473999023438","972.6473999023438","972.6473999023438"
"63042","","","","","","","2105.568359375","2105.568359375","2105.568359375","972.4085693359375","972.4085693359375","972.4085693359375"
"63046","764.9674072265625","764.9674072265625","764.9674072265625","","","","","","","","",""
"63051","","","","","","","2109.29248046875","2109.29248046875","2109.29248046875","","",""
"63052","770.1680297851562","770.1680297851562","770.1680297851562","","","","","","","","",""
"63053","764.3564453125","764.3564453125","764.3564453125","","","","2115.80078125","2115.80078125","2115.80078125","","",""
"63054","","","","","","","2102.7490234375","2102.7490234375","2102.7490234375","","",""
"63055","766.0404052734375","766.0404052734375","766.0404052734375","","","","","","","","",""
"63056","775.4413452148438","775.4413452148438","775.4413452148438","","","","","","","","",""
"63059","","","","598.30029296875","598.30029296875","598.30029296875","","","","","",""
"63063","","","","","","","","","","979.38134765625","979.38134765625","979.38134765625"
"63066","","","","596.7484130859375","596.7484130859375","596.7484130859375","2104.26904296875","2104.26904296875","2104.26904296875","972.9212646484375","972.9212646484375","972.9212646484375"
"63068","","","","598.9973754882812","598.9973754882812","598.9973754882812","","","","","",""
"63069","","","","597.592041015625","597.592041015625","597.592041015625","","","","","",""
"63070","","","","","","","2125.994873046875","2125.994873046875","2125.994873046875","","",""
"63075","","","","","","","","","","974.742431640625","974.742431640625","974.742431640625"
"63077","","","","","","","","","","984.2871704101562","984.2871704101562","984.2871704101562"
"63080","776.162353515625","776.162353515625","776.162353515625","","","","","","","","",""
"63081","","","","596.5001220703125","596.5001220703125","596.5001220703125","","","","","",""
"63084","774.7041015625","774.7041015625","774.7041015625","","","","","","","","",""
"63086","761.908447265625","761.908447265625","761.908447265625","","","","","","","","",""
"63088","","","","","","","2135.34375","2135.34375","2135.34375","","",""
"63089","","","","","","","","","","970.7112426757812","970.7112426757812","970.7112426757812"
"63091","767.748291015625","767.748291015625","767.748291015625","","","","","","","","",""
"63108","","","","603.9959716796875","603.9959716796875","603.9959716796875","","","","","",""
"63111","","","","","","","","","","974.1265869140625","974.1265869140625","974.1265869140625"
"63115","","","","","","","2120.39599609375","2120.39599609375","2120.39599609375","","",""
"63116","767.3858642578125","767.3858642578125","767.3858642578125","","","","","","","","",""
"63118","770.04150390625","770.04150390625","770.04150390625","","","","","","","","",""
"63119","","","","","","","","","","973.9973754882812","973.9973754882812","973.9973754882812"
"63120","","","","","","","2126.694091796875","2126.694091796875","2126.694091796875","","",""
"63125","","","","597.7584228515625","597.7584228515625","597.7584228515625","","","","","",""
"63132","","","","597.6448974609375","597.6448974609375","597.6448974609375","","","","","",""
"63136","766.5684204101562","766.5684204101562","766.5684204101562","","","","","","","972.874267578125","972.874267578125","972.874267578125"
"63138","","","","599.6334838867188","599.6334838867188","599.6334838867188","","","","","",""
"63147","","","","599.5711059570312","599.5711059570312","599.5711059570312","","","","977.1211547851562","977.1211547851562","977.1211547851562"
"63148","","","","603.307861328125","603.307861328125","603.307861328125","","","","984.0333251953125","984.0333251953125","984.0333251953125"
"63152","","","","603.3365478515625","603.3365478515625","603.3365478515625","","","","","",""
"63154","770.4849243164062","770.4849243164062","770.4849243164062","","","","","","","","",""
"63157","","","","602.1093139648438","602.1093139648438","602.1093139648438","","","","977.507568359375","977.507568359375","977.507568359375"
"63171","","","","","","","2112.5322265625","2112.5322265625","2112.5322265625","","",""
"63173","","","","603.618896484375","603.618896484375","603.618896484375","","","","","",""
"63176","","","","600.9598999023438","600.9598999023438","600.9598999023438","","","","","",""
"63177","","","","","","","2108.5556640625","2108.5556640625","2108.5556640625","","",""
"63178","","","","","","","2107.672119140625","2107.672119140625","2107.672119140625","","",""
"63180","","","","","","","","","","974.351806640625","974.351806640625","974.351806640625"
"63183","","","","599.580810546875","599.580810546875","599.580810546875","","","","","",""
"63184","769.8671264648438","769.8671264648438","769.8671264648438","","","","","","","","",""
"63185","","","","","","","","","","977.5186767578125","977.5186767578125","977.5186767578125"
"63188","769.4552612304688","769.4552612304688","769.4552612304688","","","","2123.249755859375","2123.249755859375","2123.249755859375","978.3336181640625","978.3336181640625","978.3336181640625"
"63195","","","","","","","2110.84912109375","2110.84912109375","2110.84912109375","","",""
"63197","769.20947265625","769.20947265625","769.20947265625","","","","2118.55419921875","2118.55419921875","2118.55419921875","","",""
"63199","776.7276000976562","776.7276000976562","776.7276000976562","","","","","","","","",""
"63201","760.1990966796875","760.1990966796875","760.1990966796875","","","","2092.119140625","2092.119140625","2092.119140625","","",""
"63204","","","","","","","2115.46142578125","2115.46142578125","2115.46142578125","","",""
"63206","","","","","","","2110.27197265625","2110.27197265625","2110.27197265625","","",""
"63210","765.0081176757812","765.0081176757812","765.0081176757812","","","","","","","968.2271118164062","968.2271118164062","968.2271118164062"
"63211","","","","602.880859375","602.880859375","602.880859375","","","","","",""
"63212","","","","601.7371826171875","601.7371826171875","601.7371826171875","","","","","",""
"63214","","","","","","","2123.119140625","2123.119140625","2123.119140625","","",""
"63217","772.494140625","772.494140625","772.494140625","","","","","","","","",""
"63225","766.5745849609375","766.5745849609375","766.5745849609375","","","","","","","","",""
"63226","","","","","","","2127.444580078125","2127.444580078125","2127.444580078125","","",""
"63228","","","","","","","2134.91064453125","2134.91064453125","2134.91064453125","","",""
"63237","768.422607421875","768.422607421875","768.422607421875","","","","","","","","",""
"63246","775.0314331054688","775.0314331054688","775.0314331054688","","","","","","","","",""
"63247","","","","","","","","","","971.4231567382812","971.4231567382812","971.4231567382812"
"63248","","","","599.2398681640625","599.2398681640625","599.2398681640625","","","","","",""
"63249","766.8745727539062","766.8745727539062","766.8745727539062","","","","","","","","",""
"63252","773.8931884765625","773.8931884765625","773.8931884765625","","","","","","","","",""
"63256","773.2649536132812","773.2649536132812","773.2649536132812","","","","2121.714599609375","2121.714599609375","2121.714599609375","","",""
"63257","","","","596.5888671875","596.5888671875","596.5888671875","","","","","",""
"63272","","","","","","","2137.396240234375","2137.396240234375","2137.396240234375","","",""
"63274","","","","601.8966064453125","601.8966064453125","601.8966064453125","","","","","",""
"63289","","","","600.540283203125","600.540283203125","600.540283203125","","","","","",""
"63290","","","","","","","2123.34423828125","2123.34423828125","2123.34423828125","979.7205200195312","979.7205200195312","979.7205200195312"
"63291","771.1215209960938","771.1215209960938","771.1215209960938","","","","","","","","",""
"63293","","","","","","","2112.95703125","2112.95703125","2112.95703125","973.649658203125","973.649658203125","973.649658203125"
"63296","769.4827880859375","769.4827880859375","769.4827880859375","","","","","","","","",""
"63299","","","","","","","","","","986.297119140625","986.297119140625","986.297119140625"
"63300","776.6923828125","776.6923828125","776.6923828125","","","","","","","","",""
"63302","","","","","","","","","","980.6395874023438","980.6395874023438","980.6395874023438"
"63308","","","","","","","","","","971.76416015625","971.76416015625","971.76416015625"
"63310","770.8726806640625","770.8726806640625","770.8726806640625","","","","","","","","",""
"63320","","","","","","","2083.61181640625","2083.61181640625","2083.61181640625","","",""
"63323","","","","","","","","","","980.2315063476562","980.2315063476562","980.2315063476562"
"63324","","","","","","","2099.005615234375","2099.005615234375","2099.005615234375","","",""
"63325","","","","597.6245727539062","597.6245727539062","597.6245727539062","","","","","",""
"63326","","","","597.9552612304688","597.9552612304688","597.9552612304688","","","","","",""
"63329","","","","594.0081176757812","594.0081176757812","594.0081176757812","","","","","",""
"63333","","","","595.159423828125","595.159423828125","595.159423828125","","","","","",""
"63339","","","","","","","2130.41845703125","2130.41845703125","2130.41845703125","","",""
"63348","","","","600.3378295898438","600.3378295898438","600.3378295898438","","","","","",""
"63351","","","","","","","2111.509765625","2111.509765625","2111.509765625","","",""
"63354","","","","","","","","","","982.1806030273438","982.1806030273438","982.1806030273438"
"63358","","","","","","","","","","974.995849609375","974.995849609375","974.995849609375"
"63359","","","","","","","","","","980.155029296875","980.155029296875","980.155029296875"
"63364","","","","","","","2109.31640625","2109.31640625","2109.31640625","","",""
"63365","","","","","","","2124.65234375","2124.65234375","2124.65234375","","",""
"63366","","","","602.9736938476562","602.9736938476562","602.9736938476562","","","","","",""
"63367","","","","","","","2129.70068359375","2129.70068359375","2129.70068359375","","",""
"63368","773.8487548828125","773.8487548828125","773.8487548828125","","","","2128.556640625","2128.556640625","2128.556640625","","",""
"63371","","","","","","","2114.05908203125","2114.05908203125","2114.05908203125","","",""
"63374","","","","","","","2132.7783203125","2132.7783203125","2132.7783203125","983.9951782226562","983.9951782226562","983.9951782226562"
"63375","775.05126953125","775.05126953125","775.05126953125","","","","","","","","",""
"63376","774.8245849609375","774.8245849609375","774.8245849609375","","","","","","","","",""
"63377","772.8280639648438","772.8280639648438","772.8280639648438","","","","","","","","",""
"63378","","","","598.31787109375","598.31787109375","598.31787109375","","","","","",""
"63386","","","","","","","","","","981.2144775390625","981.2144775390625","981.2144775390625"
"63389","","","","594.6062622070312","594.6062622070312","594.6062622070312","","","","","",""
"63393","763.9129638671875","763.9129638671875","763.9129638671875","","","","","","","","",""
"63397","","","","","","","","","","986.8914794921875","986.8914794921875","986.8914794921875"
"63399","","","","","","","2119.166259765625","2119.166259765625","2119.166259765625","","",""
"63400","765.8906860351562","765.8906860351562","765.8906860351562","","","","2116.31396484375","2116.31396484375","2116.31396484375","","",""
"63403","","","","592.3114013671875","592.3114013671875","592.3114013671875","","","","","",""
"63404","","","","","","","","","","973.025146484375","973.025146484375","973.025146484375"
"63415","","","","602.2025756835938","602.2025756835938","602.2025756835938","","","","","",""
"63417","768.974365234375","768.974365234375","768.974365234375","","","","","","","","",""
"63420","","","","","","","","","","983.2850341796875","983.2850341796875","983.2850341796875"
"63421","765.9837036132812","765.9837036132812","765.9837036132812","","","","","","","972.0784912109375","972.0784912109375","972.0784912109375"
"63422","","","","607.4288940429688","607.4288940429688","607.4288940429688","","","","","",""
"63423","","","","","","","2137.220703125","2137.220703125","2137.220703125","","",""
"63431","776.79296875","776.79296875","776.79296875","","","","","","","984.6361083984375","984.6361083984375","984.6361083984375"
"63437","769.6751098632812","769.6751098632812","769.6751098632812","","","","","","","","",""
"63438","","","","600.7364501953125","600.7364501953125","600.7364501953125","2119.03466796875","2119.03466796875","2119.03466796875","","",""
"63440","770.5306396484375","770.5306396484375","770.5306396484375","","","","2111.32470703125","2111.32470703125","2111.32470703125","","",""
"63444","","","","603.20947265625","603.20947265625","603.20947265625","","","","","",""
"63446","760.3576049804688","760.3576049804688","760.3576049804688","","","","","","","","",""
"63447","772.2255859375","772.2255859375","772.2255859375","","","","","","","","",""
"63449","","","","","","","","","","978.4459838867188","978.4459838867188","978.4459838867188"
"63450","774.31494140625","774.31494140625","774.31494140625","","","","","","","","",""
"63456","","","","603.9129638671875","603.9129638671875","603.9129638671875","","","","982.1607055664062","982.1607055664062","982.1607055664062"
"63462","770.015869140625","770.015869140625","770.015869140625","","","","","","","","",""
"63463","","","","","","","","","","984.02734375","984.02734375","984.02734375"
"63465","","","","598.7206420898438","598.7206420898438","598.7206420898438","","","","975.5795288085938","975.5795288085938","975.5795288085938"
"63466","762.3216552734375","762.3216552734375","762.3216552734375","","","","","","","","",""
"63468","769.028564453125","769.028564453125","769.028564453125","","","","","","","","",""
"63469","766.7833251953125","766.7833251953125","766.7833251953125","","","","","","","","",""
"63475","","","","594.9879150390625","594.9879150390625","594.9879150390625","","","","","",""
"63479","","","","","","","2122.87939453125","2122.87939453125","2122.87939453125","","",""
"63480","","","","599.9800415039062","599.9800415039062","599.9800415039062","2111.50048828125","2111.50048828125","2111.50048828125","981.8748168945312","981.8748168945312","981.8748168945312"
"63482","765.2411499023438","765.2411499023438","765.2411499023438","","","","","","","","",""
"63484","","","","601.56005859375","601.56005859375","601.56005859375","","","","979.024658203125","979.024658203125","979.024658203125"
"63485","","","","600.31201171875","600.31201171875","600.31201171875","","","","","",""
"63487","770.0732421875","770.0732421875","770.0732421875","","","","","","","","",""
"63491","767.96875","767.96875","767.96875","","","","","","","","",""
"63498","770.404296875","770.404296875","770.404296875","","","","","","","","",""
"63499","","","","600.9521484375","600.9521484375","600.9521484375","","","","","",""
"63500","","","","","","","2120.78173828125","2120.78173828125","2120.78173828125","","",""
"63501","","","","","","","2107.638427734375","2107.638427734375","2107.638427734375","","",""
"63504","","","","605.3123168945312","605.3123168945312","605.3123168945312","2124.76611328125","2124.76611328125","2124.76611328125","","",""
"63505","","","","","","","2119.71435546875","2119.71435546875","2119.71435546875","","",""
"63507","","","","600.80322265625","600.80322265625","600.80322265625","","","","","",""
"63509","766.0987548828125","766.0987548828125","766.0987548828125","","","","","","","","",""
"63512","","","","600.77880859375","600.77880859375","600.77880859375","","","","","",""
"63513","","","","","","","2132.33544921875","2132.33544921875","2132.33544921875","","",""
"63514","","","","","","","","","","971.321044921875","971.321044921875","971.321044921875"
"63517","","","","","","","2104.385498046875","2104.385498046875","2104.385498046875","","",""
"63520","765.9595336914062","765.9595336914062","765.9595336914062","","","","","","","","",""
"63525","","","","596.19482421875","596.19482421875","596.19482421875","","","","","",""
"63526","","","","600.4276123046875","600.4276123046875","600.4276123046875","","","","976.7991943359375","976.7991943359375","976.7991943359375"
"63529","","","","","","","2108.77783203125","2108.77783203125","2108.77783203125","","",""
"63531","","","","593.6192626953125","593.6192626953125","593.6192626953125","","","","","",""
"63533","760.1329345703125","760.1329345703125","760.1329345703125","","","","","","","","",""
"63534","","","","","","","","","","968.5748291015625","968.5748291015625","968.5748291015625"
"63535","771.7335205078125","771.7335205078125","771.7335205078125","601.549072265625","601.549072265625","601.549072265625","","","","","",""
"63536","","","","","","","2118.16845703125","2118.16845703125","2118.16845703125","","",""
"63540","","","","598.7181396484375","598.7181396484375","598.7181396484375","","","","","",""
"63547","","","","","","","","","","974.3468017578125","974.3468017578125","974.3468017578125"
"63553","770.3851318359375","770.3851318359375","770.3851318359375","","","","2122.23583984375","2122.23583984375","2122.23583984375","","",""
"63554","765.864501953125","765.864501953125","765.864501953125","","","","","","","972.4730224609375","972.4730224609375","972.4730224609375"
"63557","","","","","","","2130.619384765625","2130.619384765625","2130.619384765625","","",""
"63558","","","","","","","2114.98583984375","2114.98583984375","2114.98583984375","","",""
"63561","767.4994506835938","767.4994506835938","767.4994506835938","","","","2117.836669921875","2117.836669921875","2117.836669921875","","",""
"63562","773.767822265625","773.767822265625","773.767822265625","","","","","","","","",""
"63563","767.63525390625","767.63525390625","767.63525390625","","","","","","","","",""
"63564","763.0554809570312","763.0554809570312","763.0554809570312","","","","","","","","",""
"63572","","","","","","","","","","970.5642700195312","970.5642700195312","970.5642700195312"
"63573","771.50634765625","771.50634765625","771.50634765625","","","","","","","","",""
"63576","764.7301635742188","764.7301635742188","764.7301635742188","","","","","","","","",""
"63577","771.1718139648438","771.1718139648438","771.1718139648438","","","","","","","","",""
"63586","","","","","","","2124.437255859375","2124.437255859375","2124.437255859375","","",""
"63590","","","","598.2285766601562","598.2285766601562","598.2285766601562","","","","","",""
"63592","","","","590.8072509765625","590.8072509765625","590.8072509765625","","","","","",""
"63595","","","","599.2255859375","599.2255859375","599.2255859375","","","","","",""
"63596","","","","603.7261962890625","603.7261962890625","603.7261962890625","","","","","",""
"63599","","","","","","","2107.068359375","2107.068359375","2107.068359375","","",""
"63601","764.4735717773438","764.4735717773438","764.4735717773438","","","","","","","","",""
"63609","","","","603.4412231445312","603.4412231445312","603.4412231445312","","","","","",""
"63618","770.1552734375","770.1552734375","770.1552734375","","","","","","","","",""
"63619","","","","602.8758544921875","602.8758544921875","602.8758544921875","","","","","",""
"63622","763.7915649414062","763.7915649414062","763.7915649414062","","","","","","","","",""
"63623","","","","","","","","","","968.378173828125","968.378173828125","968.378173828125"
"63624","","","","600.0946655273438","600.0946655273438","600.0946655273438","","","","","",""
"63626","","","","605.9064331054688","605.9064331054688","605.9064331054688","","","","","",""
"63630","770.5400390625","770.5400390625","770.5400390625","","","","","","","","",""
"63632","","","","","","","","","","976.1180419921875","976.1180419921875","976.1180419921875"
"63636","","","","","","","2128.2626953125","2128.2626953125","2128.2626953125","","",""
"63643","","","","606.8937377929688","606.8937377929688","606.8937377929688","","","","","",""
"63644","","","","596.58447265625","596.58447265625","596.58447265625","","","","","",""
"63650","771.021240234375","771.021240234375","771.021240234375","","","","","","","","",""
"63651","768.00830078125","768.00830078125","768.00830078125","","","","","","","","",""
"63655","","","","","","","","","","990.8558349609375","990.8558349609375","990.8558349609375"
"63657","","","","","","","","","","970.6632080078125","970.6632080078125","970.6632080078125"
"63659","783.94189453125","783.94189453125","783.94189453125","","","","2158.623046875","2158.623046875","2158.623046875","","",""
"63662","762.6109619140625","762.6109619140625","762.6109619140625","","","","","","","","",""
"63663","761.6744384765625","761.6744384765625","761.6744384765625","","","","","","","","",""
"63666","768.3883666992188","768.3883666992188","768.3883666992188","","","","","","","","",""
"63667","","","","603.1181640625","603.1181640625","603.1181640625","","","","","",""
"63670","","","","","","","2130.743408203125","2130.743408203125","2130.743408203125","","",""
"63672","","","","","","","2122.49609375","2122.49609375","2122.49609375","","",""
"63673","","","","601.9945068359375","601.9945068359375","601.9945068359375","","","","","",""
"63674","","","","","","","","","","980.5330810546875","980.5330810546875","980.5330810546875"
"63679","","","","","","","2112.8935546875","2112.8935546875","2112.8935546875","","",""
"63688","","","","603.7857666015625","603.7857666015625","603.7857666015625","","","","","",""
"63692","768.8214721679688","768.8214721679688","768.8214721679688","","","","","","","","",""
"63696","776.9342651367188","776.9342651367188","776.9342651367188","","","","","","","","",""
"63701","","","","","","","","","","982.627685546875","982.627685546875","982.627685546875"
"63702","","","","","","","2129.060546875","2129.060546875","2129.060546875","","",""
"63705","760.7800903320312","760.7800903320312","760.7800903320312","","","","","","","","",""
"63706","","","","598.8186645507812","598.8186645507812","598.8186645507812","","","","","",""
"63711","772.2581176757812","772.2581176757812","772.2581176757812","","","","","","","","",""
"63718","","","","601.0225830078125","601.0225830078125","601.0225830078125","","","","","",""
"63719","","","","","","","","","","979.5992431640625","979.5992431640625","979.5992431640625"
"63725","","","","","","","2123.0361328125","2123.0361328125","2123.0361328125","","",""
"63726","","","","599.1456298828125","599.1456298828125","599.1456298828125","","","","","",""
"63728","","","","","","","","","","975.369873046875","975.369873046875","975.369873046875"
"63730","","","","","","","","","","977.0302734375","977.0302734375","977.0302734375"
"63732","","","","","","","2122.009765625","2122.009765625","2122.009765625","","",""
"63740","773.8985595703125","773.8985595703125","773.8985595703125","604.9603271484375","604.9603271484375","604.9603271484375","","","","","",""
"63741","","","","","","","2131.35302734375","2131.35302734375","2131.35302734375","","",""
"63743","","","","","","","","","","971.3779907226562","971.3779907226562","971.3779907226562"
"63749","","","","600.6646118164062","600.6646118164062","600.6646118164062","","","","","",""
"63751","","","","","","","2133.5283203125","2133.5283203125","2133.5283203125","","",""
"63752","765.7421875","765.7421875","765.7421875","","","","","","","","",""
"63753","","","","600.8486328125","600.8486328125","600.8486328125","","","","","",""
"63756","","","","","","","2122.49169921875","2122.49169921875","2122.49169921875","","",""
"63758","765.3690185546875","765.3690185546875","765.3690185546875","","","","2108.92041015625","2108.92041015625","2108.92041015625","","",""
"63760","","","","","","","","","","980.18505859375","980.18505859375","980.18505859375"
"63764","","","","","","","","","","970.834716796875","970.834716796875","970.834716796875"
"63768","764.3035278320312","764.3035278320312","764.3035278320312","","","","","","","","",""
"63771","","","","596.6365966796875","596.6365966796875","596.6365966796875","","","","","",""
"63778","","","","604.3096923828125","604.3096923828125","604.3096923828125","","","","","",""
"63779","","","","","","","","","","984.53662109375","984.53662109375","984.53662109375"
"63783","","","","","","","2120.165771484375","2120.165771484375","2120.165771484375","","",""
"63784","","","","","","","","","","967.4215087890625","967.4215087890625","967.4215087890625"
"63785","","","","606.3114013671875","606.3114013671875","606.3114013671875","","","","","",""
"63786","","","","","","","","","","970.519775390625","970.519775390625","970.519775390625"
"63787","","","","604.5269775390625","604.5269775390625","604.5269775390625","","","","","",""
"63789","","","","","","","","","","971.3433227539062","971.3433227539062","971.3433227539062"
"63792","769.20654296875","769.20654296875","769.20654296875","","","","","","","","",""
"63795","769.1612548828125","769.1612548828125","769.1612548828125","","","","","","","","",""
"63796","","","","","","","","","","978.1171875","978.1171875","978.1171875"
"63797","","","","596.7665405273438","596.7665405273438","596.7665405273438","","","","","",""
"63798","","","","","","","","","","974.5173950195312","974.5173950195312","974.5173950195312"
"63799","763.2010498046875","763.2010498046875","763.2010498046875","595.4886474609375","595.4886474609375","595.4886474609375","","","","","",""
"63801","","","","","","","2122.48779296875","2122.48779296875","2122.48779296875","","",""
"63806","","","","","","","","","","971.8453369140625","971.8453369140625","971.8453369140625"
"63808","763.487060546875","763.487060546875","763.487060546875","","","","","","","","",""
"63811","","","","","","","","","","966.4071044921875","966.4071044921875","966.4071044921875"
"63818","","","","","","","","","","974.1874389648438","974.1874389648438","974.1874389648438"
"63820","","","","","","","2108.98193359375","2108.98193359375","2108.98193359375","","",""
"63821","766.7266845703125","766.7266845703125","766.7266845703125","","","","","","","","",""
"63823","","","","602.3995361328125","602.3995361328125","602.3995361328125","","","","","",""
"63825","770.6214599609375","770.6214599609375","770.6214599609375","","","","","","","","",""
"63828","770.177978515625","770.177978515625","770.177978515625","","","","","","","","",""
"63832","","","","597.5230712890625","597.5230712890625","597.5230712890625","","","","","",""
"63835","776.6766357421875","776.6766357421875","776.6766357421875","","","","","","","","",""
"63836","","","","","","","2116.55712890625","2116.55712890625","2116.55712890625","","",""
"63839","","","","","","","","","","968.2471923828125","968.2471923828125","968.2471923828125"
"63840","","","","","","","","","","975.2828369140625","975.2828369140625","975.2828369140625"
"63843","","","","598.5245361328125","598.5245361328125","598.5245361328125","","","","","",""
"63845","","","","602.8390502929688","602.8390502929688","602.8390502929688","","","","","",""
"63855","","","","605.5213012695312","605.5213012695312","605.5213012695312","","","","","",""
"63858","","","","592.4593505859375","592.4593505859375","592.4593505859375","2092.210205078125","2092.210205078125","2092.210205078125","","",""
"63866","","","","","","","2130.95947265625","2130.95947265625","2130.95947265625","","",""
"63875","764.86865234375","764.86865234375","764.86865234375","","","","","","","","",""
"63876","","","","","","","","","","973.8396606445312","973.8396606445312","973.8396606445312"
"63884","","","","","","","","","","970.8155517578125","970.8155517578125","970.8155517578125"
"63887","","","","","","","","","","979.585693359375","979.585693359375","979.585693359375"
"63890","","","","","","","","","","981.7252197265625","981.7252197265625","981.7252197265625"
"63893","772.7760009765625","772.7760009765625","772.7760009765625","","","","","","","","",""
"63897","769.5447998046875","769.5447998046875","769.5447998046875","","","","","","","","",""
"63898","","","","","","","","","","982.2977905273438","982.2977905273438","982.2977905273438"
"63899","","","","597.64208984375","597.64208984375","597.64208984375","","","","","",""
"63906","","","","","","","2106.27587890625","2106.27587890625","2106.27587890625","","",""
"63907","763.8094482421875","763.8094482421875","763.8094482421875","","","","","","","973.1991577148438","973.1991577148438","973.1991577148438"
"63908","","","","602.638427734375","602.638427734375","602.638427734375","2118.4189453125","2118.4189453125","2118.4189453125","","",""
"63910","762.4992065429688","762.4992065429688","762.4992065429688","","","","","","","","",""
"63911","","","","593.0783081054688","593.0783081054688","593.0783081054688","","","","","",""
"63914","","","","","","","","","","977.7615966796875","977.7615966796875","977.7615966796875"
"63917","","","","","","","2091.33154296875","2091.33154296875","2091.33154296875","","",""
"63918","","","","602.3280029296875","602.3280029296875","602.3280029296875","","","","","",""
"63919","","","","","","","2107.98779296875","2107.98779296875","2107.98779296875","","",""
"63921","","","","","","","","","","969.0731201171875","969.0731201171875","969.0731201171875"
"63923","775.3892822265625","775.3892822265625","775.3892822265625","","","","","","","","",""
