"Step","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MAX","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MAX"
"817","","","","1606.106689453125","1606.106689453125","1606.106689453125","","","","","",""
"818","2104.24853515625","2104.24853515625","2104.24853515625","","","","42866.1640625","42866.1640625","42866.1640625","","",""
"820","","","","","","","45202.1640625","45202.1640625","45202.1640625","","",""
"821","","","","","","","","","","7941.4912109375","7941.4912109375","7941.4912109375"
"822","","","","","","","50947.1015625","50947.1015625","50947.1015625","","",""
"824","","","","","","","47567.02734375","47567.02734375","47567.02734375","","",""
"826","","","","1604.885498046875","1604.885498046875","1604.885498046875","","","","","",""
"830","","","","","","","46567.4375","46567.4375","46567.4375","","",""
"841","","","","1591.6802978515625","1591.6802978515625","1591.6802978515625","","","","","",""
"842","2061.42236328125","2061.42236328125","2061.42236328125","1591.644287109375","1591.644287109375","1591.644287109375","","","","","",""
"843","","","","","","","42122.77734375","42122.77734375","42122.77734375","","",""
"844","","","","","","","39533.68359375","39533.68359375","39533.68359375","","",""
"845","","","","","","","","","","7085.21240234375","7085.21240234375","7085.21240234375"
"850","","","","","","","","","","6526.9970703125","6526.9970703125","6526.9970703125"
"854","","","","1600.33154296875","1600.33154296875","1600.33154296875","","","","","",""
"863","","","","","","","36905.7109375","36905.7109375","36905.7109375","","",""
"870","","","","","","","","","","6238.6025390625","6238.6025390625","6238.6025390625"
"872","2032.5400390625","2032.5400390625","2032.5400390625","","","","36412.90625","36412.90625","36412.90625","5685.646484375","5685.646484375","5685.646484375"
"873","2028.0374755859375","2028.0374755859375","2028.0374755859375","1576.8665771484375","1576.8665771484375","1576.8665771484375","","","","","",""
"874","","","","1566.3509521484375","1566.3509521484375","1566.3509521484375","","","","","",""
"875","2049.78564453125","2049.78564453125","2049.78564453125","","","","","","","","",""
"878","2041.8524169921875","2041.8524169921875","2041.8524169921875","","","","","","","","",""
"881","","","","","","","41061.03515625","41061.03515625","41061.03515625","","",""
"883","","","","","","","43169.9765625","43169.9765625","43169.9765625","","",""
"884","","","","1569.5306396484375","1569.5306396484375","1569.5306396484375","","","","","",""
"886","2000.21923828125","2000.21923828125","2000.21923828125","","","","","","","","",""
"887","2016.052734375","2016.052734375","2016.052734375","","","","","","","","",""
"888","","","","","","","37378.3828125","37378.3828125","37378.3828125","","",""
"890","","","","","","","","","","5249.4912109375","5249.4912109375","5249.4912109375"
"891","","","","1587.3935546875","1587.3935546875","1587.3935546875","","","","5148.9814453125","5148.9814453125","5148.9814453125"
"895","1989.027587890625","1989.027587890625","1989.027587890625","","","","","","","","",""
"897","1987.443359375","1987.443359375","1987.443359375","","","","","","","","",""
"899","","","","","","","","","","5685.953125","5685.953125","5685.953125"
"908","2003.0635986328125","2003.0635986328125","2003.0635986328125","","","","","","","","",""
"912","","","","1549.96044921875","1549.96044921875","1549.96044921875","","","","","",""
"915","","","","","","","44549.0078125","44549.0078125","44549.0078125","","",""
"916","","","","","","","38564.9296875","38564.9296875","38564.9296875","","",""
"918","","","","","","","43835.421875","43835.421875","43835.421875","","",""
"920","","","","","","","51085.32421875","51085.32421875","51085.32421875","","",""
"922","","","","1556.9681396484375","1556.9681396484375","1556.9681396484375","","","","","",""
"923","","","","","","","","","","4995.9306640625","4995.9306640625","4995.9306640625"
"926","1987.136962890625","1987.136962890625","1987.136962890625","","","","","","","","",""
"935","1968.482177734375","1968.482177734375","1968.482177734375","","","","","","","","",""
"937","1976.823974609375","1976.823974609375","1976.823974609375","","","","","","","","",""
"946","1942.895263671875","1942.895263671875","1942.895263671875","","","","","","","","",""
"952","","","","","","","35497.7421875","35497.7421875","35497.7421875","","",""
"954","","","","1548.266845703125","1548.266845703125","1548.266845703125","","","","","",""
"955","1959.044189453125","1959.044189453125","1959.044189453125","1544.7196044921875","1544.7196044921875","1544.7196044921875","","","","","",""
"956","","","","1527.3486328125","1527.3486328125","1527.3486328125","","","","","",""
"958","","","","1535.72021484375","1535.72021484375","1535.72021484375","","","","","",""
"959","1955.6390380859375","1955.6390380859375","1955.6390380859375","","","","","","","4718.14794921875","4718.14794921875","4718.14794921875"
"961","1947.41943359375","1947.41943359375","1947.41943359375","","","","","","","","",""
"964","","","","1523.80419921875","1523.80419921875","1523.80419921875","","","","","",""
"973","","","","","","","30786.5625","30786.5625","30786.5625","","",""
"976","","","","","","","","","","4502.810546875","4502.810546875","4502.810546875"
"981","1942.84814453125","1942.84814453125","1942.84814453125","","","","","","","","",""
"982","","","","1521.9876708984375","1521.9876708984375","1521.9876708984375","","","","","",""
"983","1937.9234619140625","1937.9234619140625","1937.9234619140625","","","","","","","3970.96240234375","3970.96240234375","3970.96240234375"
"985","","","","","","","","","","4219.33837890625","4219.33837890625","4219.33837890625"
"986","","","","1526.95947265625","1526.95947265625","1526.95947265625","","","","","",""
"987","1922.465087890625","1922.465087890625","1922.465087890625","","","","","","","","",""
"989","","","","","","","","","","4340.310546875","4340.310546875","4340.310546875"
"990","","","","1511.12548828125","1511.12548828125","1511.12548828125","","","","","",""
"992","","","","1531.87451171875","1531.87451171875","1531.87451171875","","","","","",""
"993","","","","","","","34483.89453125","34483.89453125","34483.89453125","","",""
"996","1942.119140625","1942.119140625","1942.119140625","","","","","","","","",""
"1000","","","","1521.51123046875","1521.51123046875","1521.51123046875","","","","3887.748046875","3887.748046875","3887.748046875"
"1007","1910.015625","1910.015625","1910.015625","","","","","","","","",""
"1016","","","","1509.5469970703125","1509.5469970703125","1509.5469970703125","","","","","",""
"1022","","","","1513.903564453125","1513.903564453125","1513.903564453125","","","","","",""
"1024","","","","1507.96484375","1507.96484375","1507.96484375","","","","","",""
"1028","","","","","","","","","","3881.15966796875","3881.15966796875","3881.15966796875"
"1030","1907.1180419921875","1907.1180419921875","1907.1180419921875","","","","","","","","",""
"1034","1880.6044921875","1880.6044921875","1880.6044921875","","","","","","","","",""
"1039","","","","1504.5758056640625","1504.5758056640625","1504.5758056640625","","","","","",""
"1040","1886.63134765625","1886.63134765625","1886.63134765625","","","","","","","","",""
"1041","","","","","","","39658.65234375","39658.65234375","39658.65234375","3995.802978515625","3995.802978515625","3995.802978515625"
"1042","1892.070556640625","1892.070556640625","1892.070556640625","","","","","","","3716.671875","3716.671875","3716.671875"
"1043","","","","","","","","","","3642.05810546875","3642.05810546875","3642.05810546875"
"1053","","","","","","","","","","3530.31884765625","3530.31884765625","3530.31884765625"
"1056","","","","","","","","","","3592.299072265625","3592.299072265625","3592.299072265625"
"1057","","","","","","","","","","3469.20947265625","3469.20947265625","3469.20947265625"
"1059","","","","1505.0205078125","1505.0205078125","1505.0205078125","","","","","",""
"1066","","","","","","","","","","3461.03125","3461.03125","3461.03125"
"1069","","","","","","","25616.328125","25616.328125","25616.328125","","",""
"1075","1878.6175537109375","1878.6175537109375","1878.6175537109375","","","","","","","","",""
"1076","","","","1483.1953125","1483.1953125","1483.1953125","","","","","",""
"1077","","","","1484.935546875","1484.935546875","1484.935546875","","","","","",""
"1078","","","","","","","27434.708984375","27434.708984375","27434.708984375","","",""
"1080","1863.917236328125","1863.917236328125","1863.917236328125","","","","","","","","",""
"1081","","","","1497.267578125","1497.267578125","1497.267578125","26623.5390625","26623.5390625","26623.5390625","","",""
"1085","","","","","","","","","","3347.6162109375","3347.6162109375","3347.6162109375"
"1086","","","","","","","","","","3466.419921875","3466.419921875","3466.419921875"
"1087","","","","","","","","","","3248.488037109375","3248.488037109375","3248.488037109375"
"1089","1862.545166015625","1862.545166015625","1862.545166015625","","","","","","","3351.391357421875","3351.391357421875","3351.391357421875"
"1098","","","","","","","28088.669921875","28088.669921875","28088.669921875","3239.512939453125","3239.512939453125","3239.512939453125"
"1101","","","","","","","","","","3238.3193359375","3238.3193359375","3238.3193359375"
"1106","1857.271240234375","1857.271240234375","1857.271240234375","","","","","","","3148.4169921875","3148.4169921875","3148.4169921875"
"1107","","","","","","","","","","3165.2509765625","3165.2509765625","3165.2509765625"
"1108","1840.7987060546875","1840.7987060546875","1840.7987060546875","","","","","","","","",""
"1112","1851.7569580078125","1851.7569580078125","1851.7569580078125","1478.340576171875","1478.340576171875","1478.340576171875","","","","","",""
"1114","1853.689208984375","1853.689208984375","1853.689208984375","","","","","","","","",""
"1115","","","","1479.925048828125","1479.925048828125","1479.925048828125","","","","","",""
"1117","1850.665283203125","1850.665283203125","1850.665283203125","","","","","","","","",""
"1120","","","","","","","","","","3213.98095703125","3213.98095703125","3213.98095703125"
"1121","1842.1591796875","1842.1591796875","1842.1591796875","1470.015380859375","1470.015380859375","1470.015380859375","","","","","",""
"1122","1851.901123046875","1851.901123046875","1851.901123046875","","","","29610.00390625","29610.00390625","29610.00390625","","",""
"1128","1837.67822265625","1837.67822265625","1837.67822265625","","","","","","","","",""
"1134","1826.6077880859375","1826.6077880859375","1826.6077880859375","","","","","","","","",""
"1136","","","","","","","","","","2925.725830078125","2925.725830078125","2925.725830078125"
"1144","1846.0653076171875","1846.0653076171875","1846.0653076171875","","","","","","","2957.448486328125","2957.448486328125","2957.448486328125"
"1146","","","","","","","","","","2975.355224609375","2975.355224609375","2975.355224609375"
"1151","1824.953857421875","1824.953857421875","1824.953857421875","","","","","","","","",""
"1156","","","","1468.8377685546875","1468.8377685546875","1468.8377685546875","","","","","",""
"1158","","","","","","","","","","2891.984619140625","2891.984619140625","2891.984619140625"
"1161","","","","","","","26285.197265625","26285.197265625","26285.197265625","","",""
"1162","1832.12353515625","1832.12353515625","1832.12353515625","","","","","","","","",""
"1168","","","","","","","23454.28515625","23454.28515625","23454.28515625","","",""
"1171","1826.2889404296875","1826.2889404296875","1826.2889404296875","","","","","","","","",""
"1172","","","","1472.4119873046875","1472.4119873046875","1472.4119873046875","","","","","",""
"1178","","","","1461.0413818359375","1461.0413818359375","1461.0413818359375","","","","2774.451904296875","2774.451904296875","2774.451904296875"
"1179","","","","1456.691650390625","1456.691650390625","1456.691650390625","","","","","",""
"1181","","","","","","","22474.927734375","22474.927734375","22474.927734375","","",""
"1182","","","","","","","22147.546875","22147.546875","22147.546875","2719.842529296875","2719.842529296875","2719.842529296875"
"1183","","","","","","","27282.0703125","27282.0703125","27282.0703125","","",""
"1184","","","","1457.351806640625","1457.351806640625","1457.351806640625","24417.171875","24417.171875","24417.171875","","",""
"1185","1810.286865234375","1810.286865234375","1810.286865234375","","","","22864.03515625","22864.03515625","22864.03515625","","",""
"1188","1812.708740234375","1812.708740234375","1812.708740234375","","","","","","","","",""
"1189","","","","","","","26073.384765625","26073.384765625","26073.384765625","","",""
"1190","","","","","","","22704.5234375","22704.5234375","22704.5234375","","",""
"1193","","","","","","","21948.0859375","21948.0859375","21948.0859375","","",""
"1194","1815.79345703125","1815.79345703125","1815.79345703125","1453.77880859375","1453.77880859375","1453.77880859375","","","","","",""
"1196","","","","1444.112060546875","1444.112060546875","1444.112060546875","24197.046875","24197.046875","24197.046875","","",""
"1202","","","","1457.8828125","1457.8828125","1457.8828125","","","","","",""
"1206","1794.333251953125","1794.333251953125","1794.333251953125","","","","25366.89453125","25366.89453125","25366.89453125","","",""
"1208","1807.219970703125","1807.219970703125","1807.219970703125","","","","","","","","",""
"1211","","","","","","","","","","2644.9541015625","2644.9541015625","2644.9541015625"
"1226","1779.451416015625","1779.451416015625","1779.451416015625","","","","","","","","",""
"1227","1787.675537109375","1787.675537109375","1787.675537109375","","","","","","","","",""
"1230","1785.3355712890625","1785.3355712890625","1785.3355712890625","","","","","","","","",""
"1232","","","","","","","21027.19921875","21027.19921875","21027.19921875","","",""
"1233","1784.25830078125","1784.25830078125","1784.25830078125","","","","","","","","",""
"1237","","","","","","","22715.8046875","22715.8046875","22715.8046875","","",""
"1239","","","","1431.6107177734375","1431.6107177734375","1431.6107177734375","","","","2513.683837890625","2513.683837890625","2513.683837890625"
"1242","1771.2291259765625","1771.2291259765625","1771.2291259765625","","","","","","","","",""
"1243","","","","","","","21608.41015625","21608.41015625","21608.41015625","2513.109375","2513.109375","2513.109375"
"1245","","","","1442.7222900390625","1442.7222900390625","1442.7222900390625","","","","","",""
"1246","","","","","","","20637.02734375","20637.02734375","20637.02734375","","",""
"1247","","","","","","","19573.7578125","19573.7578125","19573.7578125","","",""
"1251","1771.0074462890625","1771.0074462890625","1771.0074462890625","","","","","","","","",""
"1253","1768.798095703125","1768.798095703125","1768.798095703125","","","","","","","","",""
"1254","","","","1421.61962890625","1421.61962890625","1421.61962890625","","","","","",""
"1259","","","","","","","17790.650390625","17790.650390625","17790.650390625","","",""
"1262","1767.626220703125","1767.626220703125","1767.626220703125","","","","","","","","",""
"1263","","","","1432.900390625","1432.900390625","1432.900390625","","","","","",""
"1271","","","","","","","","","","2410.351318359375","2410.351318359375","2410.351318359375"
"1275","","","","1413.662841796875","1413.662841796875","1413.662841796875","","","","","",""
"1279","","","","","","","17819.4140625","17819.4140625","17819.4140625","","",""
"1281","","","","","","","","","","2377.9609375","2377.9609375","2377.9609375"
"1286","","","","","","","20108.22265625","20108.22265625","20108.22265625","","",""
"1291","1761.0234375","1761.0234375","1761.0234375","","","","","","","","",""
"1301","1759.34912109375","1759.34912109375","1759.34912109375","1418.8062744140625","1418.8062744140625","1418.8062744140625","","","","","",""
"1303","","","","1422.300048828125","1422.300048828125","1422.300048828125","","","","","",""
"1305","","","","1410.025390625","1410.025390625","1410.025390625","20879.07421875","20879.07421875","20879.07421875","","",""
"1306","1743.8873291015625","1743.8873291015625","1743.8873291015625","","","","","","","","",""
