"Step","honest-disco-4 - AutoEncoderTopK-0/loss","honest-disco-4 - AutoEncoderTopK-0/loss__MIN","honest-disco-4 - AutoEncoderTopK-0/loss__MAX","honest-disco-4 - AutoEncoderTopK-1/loss","honest-disco-4 - AutoEncoderTopK-1/loss__MIN","honest-disco-4 - AutoEncoderTopK-1/loss__MAX","rural-cloud-3 - AutoEncoderTopK-0/loss","rural-cloud-3 - AutoEncoderTopK-0/loss__MIN","rural-cloud-3 - AutoEncoderTopK-0/loss__MAX","rural-cloud-3 - AutoEncoderTopK-1/loss","rural-cloud-3 - AutoEncoderTopK-1/loss__MIN","rural-cloud-3 - AutoEncoderTopK-1/loss__MAX","wise-sound-2 - AutoEncoderTopK-0/loss","wise-sound-2 - AutoEncoderTopK-0/loss__MIN","wise-sound-2 - AutoEncoderTopK-0/loss__MAX","wise-sound-2 - AutoEncoderTopK-1/loss","wise-sound-2 - AutoEncoderTopK-1/loss__MIN","wise-sound-2 - AutoEncoderTopK-1/loss__MAX","frosty-resonance-1 - AutoEncoderTopK-0/loss","frosty-resonance-1 - AutoEncoderTopK-0/loss__MIN","frosty-resonance-1 - AutoEncoderTopK-0/loss__MAX","frosty-resonance-1 - AutoEncoderTopK-1/loss","frosty-resonance-1 - AutoEncoderTopK-1/loss__MIN","frosty-resonance-1 - AutoEncoderTopK-1/loss__MAX"
"64000","678.31103515625","678.31103515625","678.31103515625","534.5620727539062","534.5620727539062","534.5620727539062","905.2662353515625","905.2662353515625","905.2662353515625","773.880859375","773.880859375","773.880859375","1158.379638671875","1158.379638671875","1158.379638671875","1002.6424560546875","1002.6424560546875","1002.6424560546875","2243.854248046875","2243.854248046875","2243.854248046875","1567.814208984375","1567.814208984375","1567.814208984375"
"65000","679.2606201171875","679.2606201171875","679.2606201171875","535.059326171875","535.059326171875","535.059326171875","904.3929443359375","904.3929443359375","904.3929443359375","772.8860473632812","772.8860473632812","772.8860473632812","1157.470947265625","1157.470947265625","1157.470947265625","1001.7637329101562","1001.7637329101562","1001.7637329101562","2238.11669921875","2238.11669921875","2238.11669921875","1569.7623291015625","1569.7623291015625","1569.7623291015625"
"66000","678.8759765625","678.8759765625","678.8759765625","536.005126953125","536.005126953125","536.005126953125","905.392333984375","905.392333984375","905.392333984375","773.35693359375","773.35693359375","773.35693359375","1159.99658203125","1159.99658203125","1159.99658203125","1002.8524169921875","1002.8524169921875","1002.8524169921875","2236.825927734375","2236.825927734375","2236.825927734375","1574.562255859375","1574.562255859375","1574.562255859375"
"67000","678.2861328125","678.2861328125","678.2861328125","533.0255737304688","533.0255737304688","533.0255737304688","904.6337890625","904.6337890625","904.6337890625","773.084716796875","773.084716796875","773.084716796875","1158.16943359375","1158.16943359375","1158.16943359375","1001.791259765625","1001.791259765625","1001.791259765625","2245.8017578125","2245.8017578125","2245.8017578125","1576.826416015625","1576.826416015625","1576.826416015625"
"68000","680.8677978515625","680.8677978515625","680.8677978515625","534.6673583984375","534.6673583984375","534.6673583984375","909.330810546875","909.330810546875","909.330810546875","775.8753051757812","775.8753051757812","775.8753051757812","1163.674560546875","1163.674560546875","1163.674560546875","1007.7261962890625","1007.7261962890625","1007.7261962890625","2258.71533203125","2258.71533203125","2258.71533203125","1577.614501953125","1577.614501953125","1577.614501953125"
"69000","677.7528686523438","677.7528686523438","677.7528686523438","533.9567260742188","533.9567260742188","533.9567260742188","905.2811279296875","905.2811279296875","905.2811279296875","773.2364501953125","773.2364501953125","773.2364501953125","1157.8348388671875","1157.8348388671875","1157.8348388671875","1000.8760375976562","1000.8760375976562","1000.8760375976562","2239.281005859375","2239.281005859375","2239.281005859375","1568.8626708984375","1568.8626708984375","1568.8626708984375"
"70000","675.1707763671875","675.1707763671875","675.1707763671875","529.7220458984375","529.7220458984375","529.7220458984375","900.3951416015625","900.3951416015625","900.3951416015625","768.2041015625","768.2041015625","768.2041015625","1153.8367919921875","1153.8367919921875","1153.8367919921875","998.5352783203125","998.5352783203125","998.5352783203125","2239.236328125","2239.236328125","2239.236328125","1565.3974609375","1565.3974609375","1565.3974609375"
"71000","676.8145751953125","676.8145751953125","676.8145751953125","531.9093017578125","531.9093017578125","531.9093017578125","903.5965576171875","903.5965576171875","903.5965576171875","771.4884033203125","771.4884033203125","771.4884033203125","1157.67431640625","1157.67431640625","1157.67431640625","1002.7545776367188","1002.7545776367188","1002.7545776367188","2243.2939453125","2243.2939453125","2243.2939453125","1569.1048583984375","1569.1048583984375","1569.1048583984375"
"72000","672.5450439453125","672.5450439453125","672.5450439453125","529.5276489257812","529.5276489257812","529.5276489257812","897.8939208984375","897.8939208984375","897.8939208984375","767.4959716796875","767.4959716796875","767.4959716796875","1152.8353271484375","1152.8353271484375","1152.8353271484375","995.291748046875","995.291748046875","995.291748046875","2227.550048828125","2227.550048828125","2227.550048828125","1561.90380859375","1561.90380859375","1561.90380859375"
"73000","671.01123046875","671.01123046875","671.01123046875","528.0777587890625","528.0777587890625","528.0777587890625","898.57421875","898.57421875","898.57421875","765.4501342773438","765.4501342773438","765.4501342773438","1150.531982421875","1150.531982421875","1150.531982421875","995.7166748046875","995.7166748046875","995.7166748046875","2228.1787109375","2228.1787109375","2228.1787109375","1560.311767578125","1560.311767578125","1560.311767578125"
"74000","670.0770263671875","670.0770263671875","670.0770263671875","525.7134399414062","525.7134399414062","525.7134399414062","894.5689086914062","894.5689086914062","894.5689086914062","763.0130615234375","763.0130615234375","763.0130615234375","1146.0458984375","1146.0458984375","1146.0458984375","991.099853515625","991.099853515625","991.099853515625","2221.49365234375","2221.49365234375","2221.49365234375","1556.4779052734375","1556.4779052734375","1556.4779052734375"
"75000","675.1922607421875","675.1922607421875","675.1922607421875","530.35595703125","530.35595703125","530.35595703125","900.2435913085938","900.2435913085938","900.2435913085938","770.6767578125","770.6767578125","770.6767578125","1153.54052734375","1153.54052734375","1153.54052734375","998.5048217773438","998.5048217773438","998.5048217773438","2235.794189453125","2235.794189453125","2235.794189453125","1566.61865234375","1566.61865234375","1566.61865234375"
"76000","674.468505859375","674.468505859375","674.468505859375","528.9498291015625","528.9498291015625","528.9498291015625","901.9903564453125","901.9903564453125","901.9903564453125","769.065185546875","769.065185546875","769.065185546875","1155.2783203125","1155.2783203125","1155.2783203125","999.605224609375","999.605224609375","999.605224609375","2233.55419921875","2233.55419921875","2233.55419921875","1564.2744140625","1564.2744140625","1564.2744140625"
"77000","671.5984497070312","671.5984497070312","671.5984497070312","527.60595703125","527.60595703125","527.60595703125","898.1996459960938","898.1996459960938","898.1996459960938","766.3060302734375","766.3060302734375","766.3060302734375","1148.713623046875","1148.713623046875","1148.713623046875","995.1650390625","995.1650390625","995.1650390625","2230.288818359375","2230.288818359375","2230.288818359375","1562.404052734375","1562.404052734375","1562.404052734375"
"78000","676.9642944335938","676.9642944335938","676.9642944335938","531.6828002929688","531.6828002929688","531.6828002929688","904.2459106445312","904.2459106445312","904.2459106445312","772.7385864257812","772.7385864257812","772.7385864257812","1159.18505859375","1159.18505859375","1159.18505859375","1005.7296752929688","1005.7296752929688","1005.7296752929688","2251.7431640625","2251.7431640625","2251.7431640625","1574.922607421875","1574.922607421875","1574.922607421875"
"79000","674.0157470703125","674.0157470703125","674.0157470703125","528.55859375","528.55859375","528.55859375","900.2928466796875","900.2928466796875","900.2928466796875","769.725830078125","769.725830078125","769.725830078125","1152.7354736328125","1152.7354736328125","1152.7354736328125","998.5430908203125","998.5430908203125","998.5430908203125","2239.5595703125","2239.5595703125","2239.5595703125","1565.54052734375","1565.54052734375","1565.54052734375"
"80000","680.0816040039062","680.0816040039062","680.0816040039062","533.8846435546875","533.8846435546875","533.8846435546875","911.5733642578125","911.5733642578125","911.5733642578125","775.94775390625","775.94775390625","775.94775390625","1164.44482421875","1164.44482421875","1164.44482421875","1009.9597778320312","1009.9597778320312","1009.9597778320312","2252.048828125","2252.048828125","2252.048828125","1580.1055908203125","1580.1055908203125","1580.1055908203125"
"81000","674.164794921875","674.164794921875","674.164794921875","529.3146362304688","529.3146362304688","529.3146362304688","902.5240478515625","902.5240478515625","902.5240478515625","769.4320068359375","769.4320068359375","769.4320068359375","1154.701416015625","1154.701416015625","1154.701416015625","999.5796508789062","999.5796508789062","999.5796508789062","2239.58349609375","2239.58349609375","2239.58349609375","1565.6502685546875","1565.6502685546875","1565.6502685546875"
"82000","677.34375","677.34375","677.34375","531.7283325195312","531.7283325195312","531.7283325195312","905.8233642578125","905.8233642578125","905.8233642578125","772.9564208984375","772.9564208984375","772.9564208984375","1159.6024169921875","1159.6024169921875","1159.6024169921875","1002.265380859375","1002.265380859375","1002.265380859375","2251.4169921875","2251.4169921875","2251.4169921875","1573.57861328125","1573.57861328125","1573.57861328125"
"83000","671.9112548828125","671.9112548828125","671.9112548828125","526.590576171875","526.590576171875","526.590576171875","897.7113037109375","897.7113037109375","897.7113037109375","766.479736328125","766.479736328125","766.479736328125","1151.4189453125","1151.4189453125","1151.4189453125","995.83203125","995.83203125","995.83203125","2232.71142578125","2232.71142578125","2232.71142578125","1561.852294921875","1561.852294921875","1561.852294921875"
"84000","675.7919921875","675.7919921875","675.7919921875","530.30712890625","530.30712890625","530.30712890625","903.0865478515625","903.0865478515625","903.0865478515625","770.6968994140625","770.6968994140625","770.6968994140625","1155.6595458984375","1155.6595458984375","1155.6595458984375","1000.9951782226562","1000.9951782226562","1000.9951782226562","2247.87451171875","2247.87451171875","2247.87451171875","1572.2900390625","1572.2900390625","1572.2900390625"
"85000","674.4368896484375","674.4368896484375","674.4368896484375","527.9293212890625","527.9293212890625","527.9293212890625","900.6259765625","900.6259765625","900.6259765625","769.790283203125","769.790283203125","769.790283203125","1154.39501953125","1154.39501953125","1154.39501953125","999.0067138671875","999.0067138671875","999.0067138671875","2235.97412109375","2235.97412109375","2235.97412109375","1565.680419921875","1565.680419921875","1565.680419921875"
"86000","669.3768310546875","669.3768310546875","669.3768310546875","524.6943359375","524.6943359375","524.6943359375","895.0333251953125","895.0333251953125","895.0333251953125","764.89404296875","764.89404296875","764.89404296875","1147.802490234375","1147.802490234375","1147.802490234375","993.5609130859375","993.5609130859375","993.5609130859375","2236.9482421875","2236.9482421875","2236.9482421875","1556.913818359375","1556.913818359375","1556.913818359375"
"87000","674.4591674804688","674.4591674804688","674.4591674804688","529.4035034179688","529.4035034179688","529.4035034179688","902.530517578125","902.530517578125","902.530517578125","769.4495239257812","769.4495239257812","769.4495239257812","1154.868408203125","1154.868408203125","1154.868408203125","1000.595703125","1000.595703125","1000.595703125","2251.9208984375","2251.9208984375","2251.9208984375","1571.245849609375","1571.245849609375","1571.245849609375"
"88000","669.7980346679688","669.7980346679688","669.7980346679688","524.9990234375","524.9990234375","524.9990234375","896.2711181640625","896.2711181640625","896.2711181640625","764.1278076171875","764.1278076171875","764.1278076171875","1149.1055908203125","1149.1055908203125","1149.1055908203125","994.5186767578125","994.5186767578125","994.5186767578125","2234.0908203125","2234.0908203125","2234.0908203125","1563.2431640625","1563.2431640625","1563.2431640625"
"89000","663.8504638671875","663.8504638671875","663.8504638671875","520.4037475585938","520.4037475585938","520.4037475585938","889.8533325195312","889.8533325195312","889.8533325195312","758.3237915039062","758.3237915039062","758.3237915039062","1142.881591796875","1142.881591796875","1142.881591796875","987.9140625","987.9140625","987.9140625","2220.116943359375","2220.116943359375","2220.116943359375","1552.1937255859375","1552.1937255859375","1552.1937255859375"
"90000","671.5587158203125","671.5587158203125","671.5587158203125","526.5228881835938","526.5228881835938","526.5228881835938","900.6070556640625","900.6070556640625","900.6070556640625","767.8074951171875","767.8074951171875","767.8074951171875","1153.1417236328125","1153.1417236328125","1153.1417236328125","998.251708984375","998.251708984375","998.251708984375","2244.658203125","2244.658203125","2244.658203125","1568.2010498046875","1568.2010498046875","1568.2010498046875"
"91000","669.2053833007812","669.2053833007812","669.2053833007812","524.246826171875","524.246826171875","524.246826171875","895.422607421875","895.422607421875","895.422607421875","763.905517578125","763.905517578125","763.905517578125","1146.4652099609375","1146.4652099609375","1146.4652099609375","992.7398681640625","992.7398681640625","992.7398681640625","2223.21826171875","2223.21826171875","2223.21826171875","1559.7210693359375","1559.7210693359375","1559.7210693359375"
"92000","668.256591796875","668.256591796875","668.256591796875","523.6575927734375","523.6575927734375","523.6575927734375","895.989013671875","895.989013671875","895.989013671875","762.7307739257812","762.7307739257812","762.7307739257812","1148.9508056640625","1148.9508056640625","1148.9508056640625","993.5986938476562","993.5986938476562","993.5986938476562","2235.53857421875","2235.53857421875","2235.53857421875","1560.91162109375","1560.91162109375","1560.91162109375"
"93000","667.1199951171875","667.1199951171875","667.1199951171875","522.6162719726562","522.6162719726562","522.6162719726562","892.2484741210938","892.2484741210938","892.2484741210938","761.185302734375","761.185302734375","761.185302734375","1145.7332763671875","1145.7332763671875","1145.7332763671875","991.3130493164062","991.3130493164062","991.3130493164062","2234.5205078125","2234.5205078125","2234.5205078125","1559.7159423828125","1559.7159423828125","1559.7159423828125"
"94000","664.1124877929688","664.1124877929688","664.1124877929688","519.423828125","519.423828125","519.423828125","890.3694458007812","890.3694458007812","890.3694458007812","758.547119140625","758.547119140625","758.547119140625","1143.382568359375","1143.382568359375","1143.382568359375","987.390625","987.390625","987.390625","2222.11865234375","2222.11865234375","2222.11865234375","1553.505859375","1553.505859375","1553.505859375"
"95000","666.1227416992188","666.1227416992188","666.1227416992188","521.5565185546875","521.5565185546875","521.5565185546875","892.9365844726562","892.9365844726562","892.9365844726562","761.2708129882812","761.2708129882812","761.2708129882812","1145.70556640625","1145.70556640625","1145.70556640625","991.3370361328125","991.3370361328125","991.3370361328125","2226.08349609375","2226.08349609375","2226.08349609375","1557.76513671875","1557.76513671875","1557.76513671875"
"96000","659.885009765625","659.885009765625","659.885009765625","516.347412109375","516.347412109375","516.347412109375","886.4701538085938","886.4701538085938","886.4701538085938","754.4541015625","754.4541015625","754.4541015625","1138.0059814453125","1138.0059814453125","1138.0059814453125","983.3897705078125","983.3897705078125","983.3897705078125","2211.5185546875","2211.5185546875","2211.5185546875","1548.49755859375","1548.49755859375","1548.49755859375"
"97000","663.7205810546875","663.7205810546875","663.7205810546875","519.4517822265625","519.4517822265625","519.4517822265625","890.780517578125","890.780517578125","890.780517578125","759.124755859375","759.124755859375","759.124755859375","1141.3343505859375","1141.3343505859375","1141.3343505859375","989.0846557617188","989.0846557617188","989.0846557617188","2230.70068359375","2230.70068359375","2230.70068359375","1553.43701171875","1553.43701171875","1553.43701171875"
"98000","662.1954345703125","662.1954345703125","662.1954345703125","518.1349487304688","518.1349487304688","518.1349487304688","889.1981201171875","889.1981201171875","889.1981201171875","757.7567138671875","757.7567138671875","757.7567138671875","1139.6583251953125","1139.6583251953125","1139.6583251953125","986.6331787109375","986.6331787109375","986.6331787109375","2220.69091796875","2220.69091796875","2220.69091796875","1549.733154296875","1549.733154296875","1549.733154296875"
"99000","660.7568359375","660.7568359375","660.7568359375","516.88916015625","516.88916015625","516.88916015625","887.2930908203125","887.2930908203125","887.2930908203125","755.1052856445312","755.1052856445312","755.1052856445312","1138.394775390625","1138.394775390625","1138.394775390625","984.79345703125","984.79345703125","984.79345703125","2220.056884765625","2220.056884765625","2220.056884765625","1550.298095703125","1550.298095703125","1550.298095703125"
